#timestamp [ns],w_RS_S_x [rad s^-1],w_RS_S_y [rad s^-1],w_RS_S_z [rad s^-1],a_RS_S_x [m s^-2],a_RS_S_y [m s^-2],a_RS_S_z [m s^-2]
1743989196475824000,0.00039948633639141917,-0.00372853921726346,-0.00026632423396222293,-0.463451087474823,0.4550682306289673,-9.724089622497559
1743989196519515000,0.000932134804315865,0.005592809058725834,-0.0021305938716977835,-0.45267313718795776,0.5017726421356201,-9.745645523071289
1743989196559043000,-0.0005326484679244459,0.0054596466943621635,-0.0013316211989149451,-0.48620447516441345,0.4694388210773468,-9.660619735717773
1743989196599400000,0.0015979453455656767,0.0025300802662968636,-0.0021305938716977835,-0.4478829503059387,0.5041677355766296,-9.724089622497559
1743989196642461000,0.0029295666608959436,-0.00186426960863173,0.0014647833304479718,-0.45027804374694824,0.4993775188922882,-9.710916519165039
1743989196683411000,-0.0006658105994574726,-0.004128025844693184,0.0025300802662968636,-0.4670437276363373,0.5161432027816772,-9.664212226867676
1743989196723795000,-0.002396918134763837,0.0,0.00013316211698111147,-0.48021674156188965,0.4969824254512787,-9.703731536865234
1743989196761216000,-0.0006658105994574726,0.00013316211698111147,0.0,-0.4550682306289673,0.4670437276363373,-9.708521842956543
1743989196803314000,0.0017311074770987034,0.004926998168230057,-0.0021305938716977835,-0.48021674156188965,0.5137481093406677,-9.707324028015137
1743989196846217000,0.00186426960863173,0.0030627287924289703,0.00013316211698111147,-0.45985841751098633,0.48859959840774536,-9.695348739624023
1743989196885487000,0.0005326484679244459,-0.0013316211989149451,0.003861701348796487,-0.4538706839084625,0.4993775188922882,-9.71929931640625
1743989196923008000,-0.000932134804315865,0.0034622149541974068,0.0017311074770987034,-0.45985841751098633,0.47422900795936584,-9.722891807556152
1743989196966021000,0.00332905282266438,0.0026632423978298903,-0.00186426960863173,-0.4574633240699768,0.4933897852897644,-9.70971965789795
1743989197009768000,-0.0005326484679244459,-0.002396918134763837,0.0017311074770987034,-0.49817997217178345,0.48261183500289917,-9.677385330200195
1743989197047588000,-0.0007989726727828383,-0.005725970957428217,0.005859133321791887,-0.4933897852897644,0.4778216481208801,-9.679780960083008
1743989197089486000,0.0030627287924289703,0.0019974317401647568,-0.0005326484679244459,-0.4694388210773468,0.4790191948413849,-9.669002532958984
1743989197131637000,-0.0005326484679244459,-0.0019974317401647568,0.0006658105994574726,-0.4754265546798706,0.5065628290176392,-9.702533721923828
1743989197170488000,0.00026632423396222293,0.00039948633639141917,-0.0021305938716977835,-0.47662410140037537,0.48380938172340393,-9.676187515258789
1743989197211559000,0.00013316211698111147,0.004793836269527674,-0.0025300802662968636,-0.4574633240699768,0.5113530158996582,-9.700139045715332
1743989197253220000,-0.0007989726727828383,0.004128025844693184,-0.0017311074770987034,-0.45866087079048157,0.5077603459358215,-9.639063835144043
1743989197291392000,-0.0015979453455656767,0.002396918134763837,-0.0025300802662968636,-0.48021674156188965,0.4730314612388611,-9.69774341583252
1743989197332206000,-0.00226375600323081,-0.000932134804315865,0.00026632423396222293,-0.4454878568649292,0.4897971451282501,-9.70492935180664
1743989197374419000,-0.00226375600323081,-0.005725970957428217,0.0031958906911313534,-0.45626577734947205,0.4814142882823944,-9.707324028015137
1743989197414097000,0.00439434964209795,0.004926998168230057,-0.00226375600323081,-0.45027804374694824,0.5041677355766296,-9.70612621307373
1743989197455479000,0.00026632423396222293,0.00519332243129611,-0.00186426960863173,-0.47422900795936584,0.4909946918487549,-9.686965942382812
1743989197496454000,-0.0015979453455656767,-0.00439434964209795,0.0006658105994574726,-0.4730314612388611,0.505365252494812,-9.686965942382812
1743989197534059000,-0.00013316211698111147,0.00026632423396222293,0.0006658105994574726,-0.4538706839084625,0.49458733201026917,-9.69654655456543
1743989197575425000,0.0015979453455656767,0.004128025844693184,-0.00439434964209795,-0.4478829503059387,0.4897971451282501,-9.73247241973877
1743989197616956000,-0.00039948633639141917,0.0029295666608959436,-0.00332905282266438,-0.44069766998291016,0.500575065612793,-9.698941230773926
1743989197657931000,-0.0031958906911313534,-0.0035953770857304335,0.0039948634803295135,-0.4754265546798706,0.4874020218849182,-9.679780960083008
1743989197699927000,0.004128025844693184,0.0026632423978298903,-0.0031958906911313534,-0.46464863419532776,0.46824127435684204,-9.722891807556152
1743989197738569000,-0.00013316211698111147,-0.0014647833304479718,0.0025300802662968636,-0.4670437276363373,0.5089579224586487,-9.74085521697998
1743989197781462000,0.0030627287924289703,-0.0013316211989149451,-0.0015979453455656767,-0.47063636779785156,0.5113530158996582,-9.69654655456543
1743989197822187000,0.00039948633639141917,-0.00013316211698111147,0.00372853921726346,-0.45267313718795776,0.4754265546798706,-9.703731536865234
1743989197861063000,0.00026632423396222293,-0.00013316211698111147,0.0,-0.46824127435684204,0.5029701590538025,-9.67139720916748
1743989197902302000,-0.00186426960863173,-0.000932134804315865,0.004261187743395567,-0.4550682306289673,0.48859959840774536,-9.69654655456543
1743989197943023000,-0.000932134804315865,-0.00439434964209795,0.0031958906911313534,-0.4670437276363373,0.4850069284439087,-9.708521842956543
1743989197984472000,-0.0006658105994574726,-0.0013316211989149451,-0.0014647833304479718,-0.4718339145183563,0.48021674156188965,-9.692953109741211
1743989198024634000,-0.00026632423396222293,0.0025300802662968636,-0.0006658105994574726,-0.4754265546798706,0.4814142882823944,-9.707324028015137
1743989198062718000,0.0014647833304479718,0.0006658105994574726,-0.0010652969358488917,-0.4550682306289673,0.49817997217178345,-9.698941230773926
1743989198106246000,-0.0006658105994574726,0.0006658105994574726,0.0025300802662968636,-0.43830257654190063,0.49458733201026917,-9.67139720916748
1743989198146166000,-0.0014647833304479718,-0.00226375600323081,0.007723402697592974,-0.45626577734947205,0.5077603459358215,-9.698941230773926
1743989198186580000,0.0,0.0007989726727828383,0.0,-0.4490804970264435,0.500575065612793,-9.673792839050293
1743989198227081000,0.00039948633639141917,-0.0007989726727828383,-0.0005326484679244459,-0.46824127435684204,0.49817997217178345,-9.728879928588867
1743989198268991000,-0.00186426960863173,-0.0029295666608959436,0.00332905282266438,-0.45985841751098633,0.5209333896636963,-9.691756248474121
1743989198309494000,-0.0011984590673819184,0.002396918134763837,-0.0021305938716977835,-0.4718339145183563,0.5113530158996582,-9.673792839050293
1743989198350684000,0.0,-0.0011984590673819184,0.0011984590673819184,-0.46225354075431824,0.4790191948413849,-9.678583145141602
1743989198390152000,-0.0013316211989149451,-0.00226375600323081,-0.000932134804315865,-0.4574633240699768,0.4909946918487549,-9.67020034790039
1743989198431800000,0.0011984590673819184,-0.0010652969358488917,0.0005326484679244459,-0.45267313718795776,0.48261183500289917,-9.698941230773926
1743989198469543000,0.0006658105994574726,0.00332905282266438,0.00186426960863173,-0.4215368926525116,0.510155439376831,-9.731274604797363
1743989198512759000,0.0013316211989149451,0.002396918134763837,0.0014647833304479718,-0.48021674156188965,0.4909946918487549,-9.694150924682617
1743989198549889000,0.00026632423396222293,-0.003861701348796487,0.0006658105994574726,-0.45027804374694824,0.4897971451282501,-9.716904640197754
1743989198589916000,0.00013316211698111147,0.0005326484679244459,0.0010652969358488917,-0.46225354075431824,0.5089579224586487,-9.701335906982422
1743989198633708000,0.0,-0.00226375600323081,0.00452751200646162,-0.5017726421356201,0.45866087079048157,-9.70971965789795
1743989198673683000,0.0011984590673819184,0.00226375600323081,-0.0013316211989149451,-0.4730314612388611,0.48859959840774536,-9.73965835571289
1743989198717044000,0.00013316211698111147,0.00026632423396222293,-0.0005326484679244459,-0.4718339145183563,0.4969824254512787,-9.715706825256348
1743989198754297000,0.00013316211698111147,-0.000932134804315865,0.0005326484679244459,-0.45267313718795776,0.4897971451282501,-9.721694946289062
1743989198797436000,0.0,0.00026632423396222293,-0.0010652969358488917,-0.4658461809158325,0.49219223856925964,-9.69774341583252
1743989198832871000,0.0017311074770987034,-0.00013316211698111147,-0.0006658105994574726,-0.43830257654190063,0.5125505328178406,-9.691756248474121
1743989198877279000,0.00026632423396222293,0.0021305938716977835,-0.00026632423396222293,-0.4430927634239197,0.48620447516441345,-9.6845703125
1743989198919100000,0.000932134804315865,0.0013316211989149451,0.0025300802662968636,-0.45626577734947205,0.48021674156188965,-9.716904640197754
1743989198957290000,0.00013316211698111147,0.0029295666608959436,0.0,-0.4371050298213959,0.5089579224586487,-9.715706825256348
1743989198998453000,0.00026632423396222293,0.0025300802662968636,0.0,-0.45866087079048157,0.47662410140037537,-9.664212226867676
1743989199040459000,0.0,-0.0014647833304479718,0.00332905282266438,-0.48021674156188965,0.4778216481208801,-9.722891807556152
1743989199079547000,-0.0017311074770987034,-0.0010652969358488917,-0.00026632423396222293,-0.4730314612388611,0.4897971451282501,-9.714509010314941
1743989199117989000,-0.00039948633639141917,-0.0014647833304479718,0.0021305938716977835,-0.4909946918487549,0.48859959840774536,-9.714509010314941
1743989199162498000,-0.0026632423978298903,-0.0017311074770987034,-0.00039948633639141917,-0.4814142882823944,0.4969824254512787,-9.703731536865234
1743989199202839000,0.0029295666608959436,0.00519332243129611,0.00039948633639141917,-0.4850069284439087,0.4778216481208801,-9.714509010314941
1743989199244341000,0.0011984590673819184,-0.00039948633639141917,0.00186426960863173,-0.46225354075431824,0.48380938172340393,-9.688163757324219
1743989199283303000,-0.0013316211989149451,0.0030627287924289703,-0.00026632423396222293,-0.45866087079048157,0.48021674156188965,-9.701335906982422
1743989199323316000,0.0005326484679244459,0.00226375600323081,0.0010652969358488917,-0.48380938172340393,0.48620447516441345,-9.70492935180664
1743989199362923000,-0.000932134804315865,-0.0015979453455656767,0.0013316211989149451,-0.4574633240699768,0.5017726421356201,-9.695348739624023
1743989199400564000,0.0013316211989149451,0.0029295666608959436,-0.0026632423978298903,-0.4993775188922882,0.5113530158996582,-9.707324028015137
1743989199444306000,0.0017311074770987034,0.008122889325022697,-0.0013316211989149451,-0.4574633240699768,0.4790191948413849,-9.695348739624023
1743989199485513000,0.0013316211989149451,-0.0014647833304479718,0.0031958906911313534,-0.4993775188922882,0.4610559940338135,-9.692953109741211
1743989199526626000,-0.00026632423396222293,0.0030627287924289703,-0.002396918134763837,-0.49458733201026917,0.49817997217178345,-9.73247241973877
1743989199568738000,0.0,-0.0013316211989149451,0.00452751200646162,-0.48021674156188965,0.47063636779785156,-9.679780960083008
1743989199608516000,-0.0014647833304479718,-0.0013316211989149451,0.00026632423396222293,-0.4658461809158325,0.4874020218849182,-9.653434753417969
1743989199649558000,0.00039948633639141917,0.0035953770857304335,-0.0007989726727828383,-0.4718339145183563,0.4897971451282501,-9.71810245513916
1743989199691819000,-0.002396918134763837,-0.00226375600323081,0.0014647833304479718,-0.49817997217178345,0.49817997217178345,-9.676187515258789
1743989199730240000,-0.0013316211989149451,-0.002796404529362917,0.0005326484679244459,-0.47063636779785156,0.47662410140037537,-9.700139045715332
1743989199773123000,0.00013316211698111147,-0.000932134804315865,0.0021305938716977835,-0.4874020218849182,0.4718339145183563,-9.678583145141602
1743989199812570000,-0.0006658105994574726,0.0006658105994574726,-0.0030627287924289703,-0.47662410140037537,0.5041677355766296,-9.64864444732666
1743989199851551000,0.004926998168230057,0.002796404529362917,-0.0030627287924289703,-0.46225354075431824,0.48261183500289917,-9.667804718017578
1743989199890745000,-0.0005326484679244459,-0.0029295666608959436,0.0021305938716977835,-0.4754265546798706,0.49458733201026917,-9.680977821350098
1743989199931726000,-0.0007989726727828383,0.0014647833304479718,-0.0031958906911313534,-0.46225354075431824,0.48261183500289917,-9.658225059509277
1743989199972876000,0.00039948633639141917,0.0006658105994574726,-0.002796404529362917,-0.43830257654190063,0.4909946918487549,-9.679780960083008
1743989200014704000,-0.0007989726727828383,-0.0006658105994574726,0.00226375600323081,-0.45866087079048157,0.48859959840774536,-9.68337345123291
1743989200057837000,0.002396918134763837,0.0,0.0017311074770987034,-0.463451087474823,0.49817997217178345,-9.712114334106445
1743989200093528000,0.00332905282266438,0.00026632423396222293,0.00026632423396222293,-0.4299197196960449,0.48021674156188965,-9.669002532958984
1743989200138196000,0.000932134804315865,-0.0025300802662968636,0.0039948634803295135,-0.4311172664165497,0.5400941371917725,-9.689360618591309
1743989200178240000,0.0011984590673819184,0.0007989726727828383,-0.0017311074770987034,-0.46824127435684204,0.5233284831047058,-9.70492935180664
1743989200217320000,0.0,0.00039948633639141917,0.00013316211698111147,-0.4850069284439087,0.4874020218849182,-9.701335906982422
1743989200255383000,0.0011984590673819184,0.0017311074770987034,-0.0035953770857304335,-0.45027804374694824,0.5317113399505615,-9.679780960083008
1743989200299840000,0.0015979453455656767,0.000932134804315865,0.00013316211698111147,-0.46225354075431824,0.4969824254512787,-9.710916519165039
1743989200336854000,-0.0035953770857304335,-0.0006658105994574726,0.0014647833304479718,-0.46464863419532776,0.48380938172340393,-9.71929931640625
1743989200380823000,0.0017311074770987034,-0.00013316211698111147,0.0021305938716977835,-0.4694388210773468,0.5077603459358215,-9.692953109741211
1743989200421155000,0.00226375600323081,0.0031958906911313534,-0.0011984590673819184,-0.4814142882823944,0.4897971451282501,-9.700139045715332
1743989200461727000,0.000932134804315865,0.0005326484679244459,0.0007989726727828383,-0.4610559940338135,0.4909946918487549,-9.724089622497559
1743989200503386000,-0.0021305938716977835,-0.004660673905164003,0.0026632423978298903,-0.47662410140037537,0.4778216481208801,-9.649842262268066
1743989200540282000,-0.002396918134763837,0.0013316211989149451,0.0,-0.4790191948413849,0.48261183500289917,-9.716904640197754
1743989200581510000,0.0005326484679244459,0.00013316211698111147,0.0010652969358488917,-0.47422900795936584,0.4754265546798706,-9.691756248474121
1743989200624005000,0.0014647833304479718,-0.00186426960863173,0.0011984590673819184,-0.4778216481208801,0.5113530158996582,-9.715706825256348
1743989200665322000,0.00332905282266438,0.0021305938716977835,-0.0006658105994574726,-0.47662410140037537,0.4610559940338135,-9.667804718017578
1743989200706011000,-0.0013316211989149451,0.0007989726727828383,0.00186426960863173,-0.46824127435684204,0.505365252494812,-9.749238014221191
1743989200746825000,-0.000932134804315865,-0.0017311074770987034,0.00452751200646162,-0.44668540358543396,0.4897971451282501,-9.694150924682617
1743989200787623000,-0.00026632423396222293,-0.0017311074770987034,-0.00186426960863173,-0.49458733201026917,0.49458733201026917,-9.727682113647461
1743989200828528000,0.0,-0.0014647833304479718,0.0006658105994574726,-0.45027804374694824,0.48021674156188965,-9.738460540771484
1743989200868265000,0.0006658105994574726,0.0013316211989149451,0.0011984590673819184,-0.4670437276363373,0.4814142882823944,-9.6845703125
1743989200907165000,0.0011984590673819184,0.00013316211698111147,0.0014647833304479718,-0.4574633240699768,0.4933897852897644,-9.73247241973877
1743989200949233000,-0.0025300802662968636,-0.0006658105994574726,0.0013316211989149451,-0.4730314612388611,0.505365252494812,-9.750435829162598
1743989200988731000,-0.0006658105994574726,-0.0007989726727828383,0.00226375600323081,-0.4550682306289673,0.48620447516441345,-9.69654655456543
1743989201032080000,-0.0005326484679244459,-0.0025300802662968636,0.00372853921726346,-0.47063636779785156,0.5113530158996582,-9.682175636291504
1743989201071590000,0.0017311074770987034,0.0019974317401647568,0.0019974317401647568,-0.46225354075431824,0.4897971451282501,-9.695348739624023
1743989201110242000,0.0007989726727828383,0.0014647833304479718,0.00026632423396222293,-0.4610559940338135,0.48859959840774536,-9.71810245513916
1743989201153653000,0.0005326484679244459,0.0029295666608959436,0.005060160532593727,-0.4694388210773468,0.46464863419532776,-9.6845703125
1743989201194356000,0.0,-0.00186426960863173,0.0010652969358488917,-0.46464863419532776,0.5065628290176392,-9.703731536865234
1743989201235820000,-0.0014647833304479718,0.00039948633639141917,0.000932134804315865,-0.47662410140037537,0.5065628290176392,-9.724089622497559
1743989201275196000,-0.0030627287924289703,-0.0054596466943621635,0.004128025844693184,-0.47063636779785156,0.49219223856925964,-9.686965942382812
1743989201315584000,0.0006658105994574726,0.0019974317401647568,-0.0017311074770987034,-0.45267313718795776,0.5017726421356201,-9.702533721923828
1743989201353204000,-0.00226375600323081,-0.006391781382262707,0.006125457584857941,-0.4790191948413849,0.5065628290176392,-9.686965942382812
1743989201397988000,-0.0005326484679244459,-0.002796404529362917,0.002796404529362917,-0.4658461809158325,0.49817997217178345,-9.66301441192627
1743989201438446000,0.0,-0.000932134804315865,0.004793836269527674,-0.4778216481208801,0.49219223856925964,-9.707324028015137
1743989201477898000,0.0035953770857304335,0.0067912680096924305,-0.00226375600323081,-0.47063636779785156,0.500575065612793,-9.701335906982422
1743989201515957000,0.0019974317401647568,0.004660673905164003,-0.0029295666608959436,-0.4694388210773468,0.5065628290176392,-9.66181755065918
1743989201556273000,0.0014647833304479718,0.004793836269527674,-0.003861701348796487,-0.463451087474823,0.5089579224586487,-9.70612621307373
1743989201597814000,0.0014647833304479718,-0.0005326484679244459,-0.0030627287924289703,-0.5041677355766296,0.47662410140037537,-9.713312149047852
1743989201638253000,0.00013316211698111147,-0.0015979453455656767,0.000932134804315865,-0.4909946918487549,0.5269210934638977,-9.713312149047852
1743989201681597000,0.00186426960863173,-0.0017311074770987034,0.0021305938716977835,-0.4754265546798706,0.4790191948413849,-9.712114334106445
1743989201721362000,0.0007989726727828383,0.00372853921726346,-0.00186426960863173,-0.47422900795936584,0.4850069284439087,-9.720497131347656
1743989201762107000,-0.00039948633639141917,0.0030627287924289703,-0.0017311074770987034,-0.4478829503059387,0.4933897852897644,-9.672595024108887
1743989201801582000,-0.0015979453455656767,0.0010652969358488917,-0.00026632423396222293,-0.47662410140037537,0.4993775188922882,-9.721694946289062
1743989201845302000,-0.00039948633639141917,0.0011984590673819184,0.0010652969358488917,-0.5017726421356201,0.5616500377655029,-9.774386405944824
1743989201886835000,0.0011984590673819184,0.0011984590673819184,0.0,0.22154638171195984,-1.0825834274291992,-9.831869125366211
1743989201927654000,0.005592809058725834,-0.012650401331484318,0.10786131769418716,-0.3820178210735321,-1.37478506565094,-9.762411117553711
1743989201965703000,-0.005725970957428217,-0.008389213122427464,0.1074618250131607,0.010777931660413742,-0.8718149662017822,-9.716904640197754
1743989202009453000,-0.00439434964209795,0.004660673905164003,0.08149521797895432,0.2646580934524536,0.47422900795936584,-9.136094093322754
1743989202048212000,-0.000932134804315865,0.01344937365502119,-0.054862793534994125,-0.5197358131408691,-1.019113302230835,-9.154056549072266
1743989202090474000,0.008655537851154804,0.007590240798890591,0.06684738397598267,-1.3460439443588257,-0.7652331590652466,-9.975574493408203
1743989202133116000,0.012783562764525414,-0.010652969591319561,0.019175345078110695,-0.9340874552726746,-0.11855725198984146,-9.91450023651123
1743989202168104000,0.03275788202881813,0.0054596466943621635,0.08375897258520126,-0.931692361831665,0.6406881809234619,-9.609125137329102
1743989202215081000,0.009720834903419018,0.0069244299083948135,0.049003660678863525,-0.5233284831047058,0.9280996918678284,-9.170822143554688
1743989202255165000,-0.0014647833304479718,-0.0013316211989149451,0.02689874731004238,-0.09101364761590958,0.8035547137260437,-9.606730461120605
1743989202295095000,0.0021305938716977835,-0.025833450257778168,-0.11092404276132584,0.33291834592819214,0.3700423240661621,-9.051067352294922
1743989202336631000,0.007856564596295357,-0.00186426960863173,0.09760782867670059,-0.2682507634162903,0.608354389667511,-8.520553588867188
1743989202379354000,0.019175345078110695,0.015047319233417511,-0.0069244299083948135,0.20118805766105652,0.23232431709766388,-10.127663612365723
1743989202420815000,-0.008389213122427464,-0.00013316211698111147,-0.02077328972518444,-0.43470993638038635,0.5448843240737915,-8.7409029006958
1743989202460900000,-0.02077328972518444,-0.005060160532593727,-0.02370285615324974,-0.8334934115409851,0.7712209224700928,-8.702581405639648
1743989202504357000,-0.018509535118937492,-0.015446805395185947,-0.011451941914856434,-0.6598489284515381,0.5137481093406677,-8.739705085754395
1743989202542483000,0.009853996336460114,0.0039948634803295135,0.016512103378772736,-0.04790192097425461,0.4933897852897644,-9.780374526977539
1743989202580755000,0.01331621129065752,0.01051980722695589,0.0039948634803295135,-0.679009735584259,0.6502685546875,-9.919290542602539
1743989202624497000,0.013049887493252754,0.00905502401292324,-0.05020211637020111,-0.47422900795936584,1.1676093339920044,-10.944391250610352
1743989202666558000,-0.005725970957428217,-0.00186426960863173,-0.030627286061644554,-0.08023571968078613,-0.2838188707828522,-9.78875732421875
1743989202706150000,0.012384076602756977,0.00519332243129611,0.06937745958566666,-0.22034883499145508,-0.17603956162929535,-9.6845703125
1743989202748932000,-0.004128025844693184,0.006125457584857941,0.036353256553411484,-0.4538706839084625,0.8813953399658203,-9.540864944458008
1743989202789100000,-0.007190754171460867,-0.015979453921318054,0.05845816805958748,0.009580384008586407,0.9879770874977112,-9.433085441589355
1743989202832152000,-0.01771056093275547,-0.022238073870539665,-0.0996052622795105,-0.4790191948413849,1.0969539880752563,-9.900129318237305
1743989202872461000,-0.01198459044098854,-0.00332905282266438,-0.15793026983737946,-0.3137575685977936,0.5113530158996582,-10.833019256591797
1743989202913333000,0.0087886992841959,-0.006258619483560324,0.03861701488494873,-0.3951908349990845,0.902951180934906,-9.702533721923828
1743989202956684000,0.009454510174691677,-0.0053264847956597805,0.0006658105994574726,-0.2622630000114441,0.7173312306404114,-10.49531078338623
1743989202998534000,0.013183049857616425,0.0019974317401647568,-0.02103961445391178,-0.5724279284477234,0.5436868071556091,-9.500147819519043
1743989203033943000,0.01038664486259222,-0.012384076602756977,-0.0006658105994574726,-0.09221119433641434,1.37478506565094,-9.823486328125
1743989203077603000,0.019974317401647568,0.00745707843452692,-0.027964044362306595,-0.47662410140037537,0.5652426481246948,-9.228304862976074
1743989203121694000,0.022903883829712868,0.004793836269527674,-0.013982022181153297,-0.29339927434921265,0.7891841530799866,-10.154009819030762
1743989203158263000,0.008389213122427464,-0.02929566614329815,0.0344889871776104,-1.3256856203079224,0.18801502883434296,-10.210294723510742
1743989203202796000,-0.0035953770857304335,-0.01491415686905384,0.015579967759549618,-0.819122850894928,0.3305232524871826,-9.884561538696289
1743989203241063000,0.0006658105994574726,0.0087886992841959,-0.011052455753087997,-0.21196599304676056,1.1484485864639282,-9.771991729736328
1743989203283669000,-0.0035953770857304335,-0.018909020349383354,-0.030760448426008224,-0.5628475546836853,1.2741910219192505,-10.065390586853027
1743989203328004000,0.008655537851154804,0.02330337092280388,-0.07603556662797928,-0.32693061232566833,0.5856009721755981,-9.411529541015625
1743989203367020000,0.009587672539055347,-0.015713129192590714,0.00892186164855957,-0.3580668568611145,0.8442713618278503,-9.751633644104004
1743989203405491000,0.009454510174691677,-0.009720834903419018,-0.025167640298604965,-0.1353229284286499,0.7101459503173828,-9.73247241973877
1743989203447372000,0.014115184545516968,-0.0021305938716977835,-0.0351547971367836,-0.2742384970188141,1.1520411968231201,-9.549247741699219
1743989203490943000,-0.00186426960863173,-0.00892186164855957,-0.0462072528898716,-0.9831869006156921,-0.35327666997909546,-9.66301441192627
1743989203528008000,0.0021305938716977835,-0.00039948633639141917,-0.03875017538666725,-0.1808297485113144,0.40477123856544495,-9.482185363769531
1743989203573860000,-0.0054596466943621635,-0.021971749141812325,-0.025034477934241295,-0.5388966202735901,0.9209144115447998,-10.122873306274414
1743989203612831000,-0.010652969591319561,0.008522375486791134,-0.0540638193488121,-0.4454878568649292,0.09700138866901398,-9.710916519165039
1743989203656985000,-0.015446805395185947,-0.017177913337945938,-0.00439434964209795,-0.2838188707828522,0.8083449006080627,-10.005513191223145
1743989203694825000,-0.012650401331484318,0.0039948634803295135,-0.03741855546832085,-0.09580384194850922,0.41435161232948303,-9.576791763305664
1743989203735261000,0.0006658105994574726,0.00439434964209795,-0.04740571230649948,-0.4754265546798706,0.9245070815086365,-9.302553176879883
1743989203779081000,0.005725970957428217,-0.015047319233417511,-0.06618157029151917,-0.7340969443321228,0.025148507207632065,-9.694150924682617
1743989203815651000,0.08216102421283722,0.1543348878622055,2.2063632011413574,-13.862815856933594,-3.471691608428955,-8.568455696105957
1743989203859765000,0.12344127893447876,0.1940172016620636,3.158339023590088,4.967429161071777,-1.0873736143112183,-15.014857292175293
1743989203903180000,0.02050696685910225,-0.05366433411836624,1.2101773023605347,1.6550112962722778,-0.9053462743759155,-8.703779220581055
1743989203942607000,0.054463304579257965,-0.14474722743034363,1.2083131074905396,-2.6250252723693848,4.446495532989502,-10.234245300292969
1743989203982571000,-0.07310600578784943,-0.02956199087202549,2.3166213035583496,0.9927672743797302,-1.1029417514801025,-8.776829719543457
1743989204026377000,-0.02037380449473858,-0.01185142807662487,2.3889284133911133,1.6873451471328735,0.451475590467453,-8.716952323913574
1743989204065847000,0.013183049857616425,0.018909020349383354,1.9408378601074219,1.3208954334259033,0.6718244552612305,-10.548003196716309
1743989204107899000,0.004793836269527674,0.0014647833304479718,1.723384141921997,-2.90644907951355,0.7029606699943542,-10.698893547058105
1743989204147594000,0.04953630641102791,-0.022903883829712868,2.2124886512756348,-1.2382646799087524,0.49817997217178345,-9.745645523071289
1743989204189238000,0.05086793005466461,0.00452751200646162,2.069472551345825,0.8969634771347046,-0.033531345427036285,-10.266578674316406
1743989204229684000,0.042611878365278244,-0.024368667975068092,1.4308269023895264,3.593841552734375,-0.09101364761590958,-9.690558433532715
1743989204273561000,0.03741855546832085,0.02969515137374401,1.0767488479614258,0.5017726421356201,-0.8790002465248108,-9.24387264251709
1743989204313743000,0.0482046864926815,-0.00226375600323081,1.3759641647338867,-0.7281091809272766,-0.8490615487098694,-9.840251922607422
1743989204354037000,0.04154657945036888,0.00226375600323081,1.2882102727890015,0.41315406560897827,0.44668540358543396,-9.455839157104492
1743989204395743000,-0.01051980722695589,-0.024634990841150284,0.9959194660186768,1.0789906978607178,-0.3161526620388031,-9.939648628234863
1743989204436361000,0.03422266244888306,-0.010786131024360657,0.5832500457763672,-0.5616500377655029,-1.423884630203247,-9.680977821350098
